Date,Country,ConfirmedToDate,NewConfirmed,PrevNewConfirmed,DaysToDouble_New,NewConfirmed_2DayAvg,DaysToDouble_2DayAvg,DeathsToDate,NewDeaths,PrevNewDeaths,DaysToDoubleDeath_New,NewDeaths_2DayAvg,DaysToDoubleDeath_2DayAvg,Recovered,ActiveCases,DaysIn,DaysIn5,DaysIn100,DaysIn250,DaysIn1000,DaysInDeaths,DaysInDeaths5,DaysInDeaths100,DaysInDeaths250,DaysInDeaths1000
3/20/2020,Moldova,49,0,13,,6.5,5.1,1,0,0,,0,,1,47,4,4,0,0,0,3,0,0,0,0
3/21/2020,Moldova,80,31,0,1.1,15.5,2.1,1,0,0,,0,,2,77,5,5,0,0,0,4,0,0,0,0
3/22/2020,Moldova,80,0,31,1.7,15.5,3.5,1,0,0,,,,2,77,6,6,0,0,0,5,0,0,0,0
3/17/20,Monaco,9,9,0,1.0,9,1.0,0,0,0,1.0,0,1.0,0,9,1,1,0,0,0,0,0,0,0,0
3/18/20,Monaco,9,0,9,,4.5,,0,0,0,,0,,,9,2,2,0,0,0,0,0,0,0,0
3/19/2020,Monaco,9,0,0,,0,,0,0,0,,0,,0,9,3,3,0,0,0,0,0,0,0,0
3/20/2020,Monaco,11,2,0,3.1,1,6.3,0,0,0,,0,,1,10,4,4,0,0,0,0,0,0,0,0
3/21/2020,Monaco,11,0,2,,1,7.0,0,0,0,,0,,1,10,5,5,0,0,0,0,0,0,0,0
3/22/2020,Monaco,11,0,0,,1,7.0,0,0,0,,,,1,10,6,6,0,0,0,0,0,0,0,0
3/17/20,Mongolia,5,5,0,1.0,5,1.0,0,0,0,1.0,0,1.0,0,5,1,1,0,0,0,0,0,0,0,0
3/18/20,Mongolia,6,1,5,3.5,3,3.5,0,0,0,,0,,,6,2,2,0,0,0,0,0,0,0,0
3/19/2020,Mongolia,6,0,1,,0.5,8.4,0,0,0,,0,,0,6,3,3,0,0,0,0,0,0,0,0
3/20/2020,Mongolia,6,0,0,,0,,0,0,0,,0,,0,6,4,4,0,0,0,0,0,0,0,0
3/21/2020,Mongolia,10,4,0,1.1,2,2.1,0,0,0,,0,,0,10,5,5,0,0,0,0,0,0,0,0
3/22/2020,Mongolia,10,0,4,1.8,2,3.5,0,0,0,,,,0,10,6,6,0,0,0,0,0,0,0,0
3/17/20,Montenegro,2,2,0,1.0,2,1.0,0,0,0,1.0,0,1.0,0,2,1,0,0,0,0,0,0,0,0,0
3/18/20,Montenegro,8,6,2,0.2,4,0.2,0,0,0,,0,,,8,2,1,0,0,0,0,0,0,0,0
3/19/2020,Montenegro,8,0,6,,3,1.9,0,0,0,,0,,0,8,3,2,0,0,0,0,0,0,0,0
3/20/2020,Montenegro,13,5,0,1.1,2.5,2.2,0,0,0,,0,,0,13,4,3,0,0,0,0,0,0,0,0
3/21/2020,Montenegro,14,1,5,9.1,3,3.0,0,0,0,,0,,0,14,5,4,0,0,0,0,0,0,0,0
3/22/2020,Montenegro,16,2,1,4.9,1.5,6.5,0,0,0,,,,0,16,6,5,0,0,0,0,0,0,0,0
3/17/20,Morocco,44,44,0,1.0,44,1.0,2,2,0,1.0,2,1.0,1,41,1,1,0,0,0,1,0,0,0,0
3/18/20,Morocco,54,10,44,2.9,27,2.9,2,0,2,,1,,,52,2,2,0,0,0,2,0,0,0,0
3/19/2020,Morocco,63,9,10,4.0,9.5,3.8,2,0,0,,0,,2,59,3,3,0,0,0,3,0,0,0,0
3/20/2020,Morocco,77,14,9,2.9,11.5,3.6,3,1,0,1.4,0.5,2.8,2,72,4,4,0,0,0,4,0,0,0,0
3/21/2020,Morocco,96,19,14,2.7,16.5,3.1,3,0,1,,0.5,4.2,3,90,5,5,0,0,0,5,0,0,0,0
3/22/2020,Morocco,109,13,19,4.8,16,3.9,3,0,0,,,4.2,3,103,6,6,1,0,0,6,0,0,0,0
3/22/2020,Mozambique,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/17/20,Namibia,2,2,0,1.0,2,1.0,0,0,0,1.0,0,1.0,0,2,1,0,0,0,0,0,0,0,0,0
3/18/20,Namibia,2,0,2,,1,,0,0,0,,0,,,2,2,0,0,0,0,0,0,0,0,0
3/19/2020,Namibia,3,1,0,1.4,0.5,2.8,0,0,0,,0,,0,3,3,0,0,0,0,0,0,0,0,0
3/20/2020,Namibia,3,0,1,,0.5,4.2,0,0,0,,0,,0,3,4,0,0,0,0,0,0,0,0,0
3/21/2020,Namibia,3,0,0,,0,,0,0,0,,0,,0,3,5,0,0,0,0,0,0,0,0,0
3/22/2020,Namibia,3,0,0,,0,,0,0,0,,,,0,3,6,0,0,0,0,0,0,0,0,0
3/17/20,Nepal,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,0
3/18/20,Nepal,1,0,1,,0.5,,0,0,0,,0,,,1,2,0,0,0,0,0,0,0,0,0
3/19/2020,Nepal,1,0,0,,0,,0,0,0,,0,,1,0,3,0,0,0,0,0,0,0,0,0
3/20/2020,Nepal,1,0,0,,0,,0,0,0,,0,,1,0,4,0,0,0,0,0,0,0,0,0
3/21/2020,Nepal,1,0,0,,0,,0,0,0,,0,,1,0,5,0,0,0,0,0,0,0,0,0
3/22/2020,Nepal,1,0,0,,0,,0,0,0,,,,1,0,6,0,0,0,0,0,0,0,0,0
3/17/20,Netherlands,"1,711","1,711",0,1.0,"1,711",1.0,43,43,0,1.0,43,1.0,,1668,1,1,1,1,1,1,1,0,0,0
3/18/20,Netherlands,"2,059",348,"1,711",3.4,1029.5,3.4,58,15,43,2.0,29,2.0,,2001,2,2,2,2,2,2,2,0,0,0
3/19/2020,Netherlands,"2,469",410,348,3.4,379,3.7,77,19,15,2.1,17,2.4,,2392,3,3,3,3,3,3,3,0,0,0
3/20/2020,Netherlands,"3,003",534,410,3.1,472,3.5,107,30,19,1.8,24.5,2.2,,2896,4,4,4,4,4,4,4,1,0,0
3/21/2020,Netherlands,"3,640",637,534,3.2,585.5,3.5,137,30,30,2.5,30,2.5,,3503,5,5,5,5,5,5,5,2,0,0
3/22/2020,Netherlands,"4,216",576,637,4.3,606.5,4.0,180,43,30,2.2,36.5,2.6,,4036,6,6,6,6,6,6,6,3,0,0
3/17/20,New Zealand,20,20,0,1.0,20,1.0,0,0,0,1.0,0,1.0,0,20,1,1,0,0,0,0,0,0,0,0
3/18/20,New Zealand,28,8,20,1.8,14,1.8,0,0,0,,0,,0,28,2,2,0,0,0,0,0,0,0,0
3/19/2020,New Zealand,39,11,8,1.8,9.5,2.1,0,0,0,,0,,0,39,3,3,0,0,0,0,0,0,0,0
3/20/2020,New Zealand,53,14,11,2.0,12.5,2.2,0,0,0,,0,,0,53,4,4,0,0,0,0,0,0,0,0
3/21/2020,New Zealand,66,13,14,2.9,13.5,2.7,0,0,0,,0,,0,66,5,5,0,0,0,0,0,0,0,0
3/22/2020,New Zealand,66,0,13,3.6,13.5,3.4,0,0,0,,,,0,66,6,6,0,0,0,0,0,0,0,0
3/18/20,Nicaragua,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,,1,1,0,0,0,0,0,0,0,0,0
3/19/2020,Nicaragua,1,0,1,,0.5,,0,0,0,,0,,0,1,2,0,0,0,0,0,0,0,0,0
3/20/2020,Nicaragua,1,0,0,,0,,0,0,0,,0,,0,1,3,0,0,0,0,0,0,0,0,0
3/21/2020,Nicaragua,2,1,0,0.7,0.5,1.4,0,0,0,,0,,0,2,4,0,0,0,0,0,0,0,0,0
3/22/2020,Nicaragua,2,0,1,1.4,0.5,2.8,0,0,0,,,,0,2,5,0,0,0,0,0,0,0,0,0
3/19/2020,Niger,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/20/2020,Niger,1,0,1,,0.5,,0,0,0,,0,,0,1,2,0,0,0,0,0,0,0,0,0
3/21/2020,Niger,1,0,0,,0,,0,0,0,,0,,0,1,3,0,0,0,0,0,0,0,0,0
3/22/2020,Niger,2,1,0,0.7,0.5,1.4,0,0,0,,,,0,2,4,0,0,0,0,0,0,0,0,0
3/17/20,Nigeria,3,3,0,1.0,3,1.0,0,0,0,1.0,0,1.0,1,2,1,0,0,0,0,0,0,0,0,0
3/18/20,Nigeria,8,5,3,0.3,4,0.3,0,0,0,,0,,,8,2,1,0,0,0,0,0,0,0,0
3/19/2020,Nigeria,12,4,5,1.4,4.5,1.2,0,0,0,,0,,1,11,3,2,0,0,0,0,0,0,0,0
3/20/2020,Nigeria,12,0,4,,2,3.8,0,0,0,,0,,1,11,4,3,0,0,0,0,0,0,0,0
3/21/2020,Nigeria,22,10,0,0.8,5,1.5,0,0,0,,0,,2,20,5,4,0,0,0,0,0,0,0,0
3/22/2020,Nigeria,30,8,10,1.8,9,1.6,0,0,0,,,,2,28,6,5,0,0,0,0,0,0,0,0
3/17/20,North Macedonia,32,32,0,1.0,32,1.0,0,0,0,1.0,0,1.0,1,31,1,1,0,0,0,0,0,0,0,0
3/18/20,North Macedonia,43,11,32,2.0,21.5,2.0,0,0,0,,0,,,43,2,2,0,0,0,0,0,0,0,0
3/19/2020,North Macedonia,49,6,11,5.0,8.5,3.5,0,0,0,,0,,1,48,3,3,0,0,0,0,0,0,0,0
3/20/2020,North Macedonia,77,28,6,1.2,17,2.0,0,0,0,,0,,1,76,4,4,0,0,0,0,0,0,0,0
3/21/2020,North Macedonia,85,8,28,6.7,18,3.0,0,0,0,,0,,1,84,5,5,0,0,0,0,0,0,0,0
3/22/2020,North Macedonia,114,29,8,2.0,18.5,3.2,1,1,0,,0.5,,1,112,6,6,1,0,0,1,0,0,0,0
3/17/20,Northern Cyprus,7,7,0,1.0,7,1.0,0,0,0,1.0,0,1.0,0,7,1,1,0,0,0,0,0,0,0,0
3/18/20,Northern Cyprus,20,13,7,0.4,10,0.4,0,0,0,,0,,,20,2,2,0,0,0,0,0,0,0,0
3/20/2020,Northern Cyprus,33,13,13,1.1,13,1.1,0,0,0,,0,,0,33,3,3,0,0,0,0,0,0,0,0
3/21/2020,Northern Cyprus,35,2,13,11.6,7.5,3.1,0,0,0,,0,,3,32,4,4,0,0,0,0,0,0,0,0
3/22/2020,Northern Cyprus,35,0,2,11.2,7.5,3.0,0,0,0,,,,3,32,5,5,0,0,0,0,0,0,0,0
3/17/20,Norway,"1,470","1,470",0,1.0,"1,470",1.0,3,3,0,1.0,3,1.0,1,1466,1,1,1,1,1,1,0,0,0,0
3/18/20,Norway,"1,590",120,"1,470",8.6,795,8.6,6,3,3,0.7,3,0.7,,1584,2,2,2,2,2,2,1,0,0,0
3/19/2020,Norway,"1,767",177,120,6.3,148.5,7.5,7,1,3,4.2,2,2.1,,1760,3,3,3,3,3,3,2,0,0,0
3/20/2020,Norway,"1,959",192,177,6.4,184.5,6.7,7,0,1,,0.5,9.8,,1952,4,4,4,4,4,4,3,0,0,0
3/21/2020,Norway,"2,164",205,192,6.7,198.5,6.9,7,0,0,,0,,,2157,5,5,5,5,5,5,4,0,0,0
3/22/2020,Norway,"2,256",92,205,16.4,148.5,10.2,7,0,0,,,,,2249,6,6,6,6,6,6,5,0,0,0
3/17/20,Oman,24,24,0,1.0,24,1.0,0,0,0,1.0,0,1.0,9,15,1,1,0,0,0,0,0,0,0,0
3/18/20,Oman,39,15,24,0.7,19.5,0.7,0,0,0,,0,,,39,2,2,0,0,0,0,0,0,0,0
3/19/2020,Oman,39,0,15,,7.5,3.6,0,0,0,,0,,13,26,3,3,0,0,0,0,0,0,0,0
3/20/2020,Oman,48,9,0,2.0,4.5,4.0,0,0,0,,0,,13,35,4,4,0,0,0,0,0,0,0,0
3/21/2020,Oman,52,4,9,6.1,6.5,3.8,0,0,0,,0,,13,39,5,5,0,0,0,0,0,0,0,0
3/22/2020,Oman,55,3,4,9.1,3.5,7.8,0,0,0,,,,17,38,6,6,0,0,0,0,0,0,0,0
3/17/20,Pakistan,247,247,0,1.0,247,1.0,1,1,0,1.0,1,1.0,2,244,1,1,1,0,0,1,0,0,0,0
3/18/20,Pakistan,307,60,247,2.8,153.5,2.8,1,0,1,,0.5,,,306,2,2,2,1,0,2,0,0,0,0
3/19/2020,Pakistan,453,146,60,1.5,103,2.1,2,1,0,0.7,0.5,1.4,13,438,3,3,3,2,0,3,0,0,0,0
3/20/2020,Pakistan,501,48,146,6.4,97,3.2,3,1,1,1.4,1,1.4,13,485,4,4,4,3,0,4,0,0,0,0
3/21/2020,Pakistan,729,228,48,1.5,138,2.5,3,0,1,,0.5,4.2,5,721,5,5,5,4,0,5,0,0,0,0
3/22/2020,Pakistan,760,31,228,16.3,129.5,3.9,4,1,0,2.1,0.5,4.2,5,751,6,6,6,5,0,6,0,0,0,0
3/17/20,Palestine,41,41,0,1.0,41,1.0,0,0,0,1.0,0,1.0,0,41,1,1,0,0,0,0,0,0,0,0
3/18/20,Palestine,44,3,41,9.6,22,9.6,0,0,0,,0,,,44,2,2,0,0,0,0,0,0,0,0
3/19/2020,Palestine,47,3,3,10.3,3,10.3,0,0,0,,0,,0,47,3,3,0,0,0,0,0,0,0,0
3/20/2020,Palestine,48,1,3,32.9,2,16.4,0,0,0,,0,,17,31,4,4,0,0,0,0,0,0,0,0
3/21/2020,Palestine,48,0,1,,0.5,43.4,0,0,0,,0,,17,31,5,5,0,0,0,0,0,0,0,0
3/22/2020,Palestine,59,11,0,2.0,5.5,3.9,0,0,0,,,,17,42,6,6,0,0,0,0,0,0,0,0
3/17/20,Panama,86,86,0,1.0,86,1.0,1,1,0,1.0,1,1.0,0,85,1,1,0,0,0,1,0,0,0,0
3/18/20,Panama,109,23,86,2.6,54.5,2.6,1,0,1,,0.5,,,108,2,2,1,0,0,2,0,0,0,0
3/19/2020,Panama,137,28,23,2.7,25.5,3.0,1,0,0,,0,,1,135,3,3,2,0,0,3,0,0,0,0
3/20/2020,Panama,200,63,28,1.5,45.5,2.1,1,0,0,,0,,1,198,4,4,3,0,0,4,0,0,0,0
3/21/2020,Panama,245,45,63,3.1,54,2.6,3,2,0,0.3,1,0.7,1,241,5,5,4,0,0,5,0,0,0,0
3/22/2020,Panama,245,0,45,3.7,54,3.1,3,0,2,1.1,0.3,2.1,1,241,6,6,5,0,0,6,0,0,0,0
3/20/2020,Papua New Guinea,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/21/2020,Papua New Guinea,1,0,1,,0.5,,0,0,0,,0,,0,1,2,0,0,0,0,0,0,0,0,0
3/22/2020,Papua New Guinea,1,0,0,,0.5,1.4,0,0,0,,,,0,1,3,0,0,0,0,0,0,0,0,0
3/17/20,Paraguay,8,8,0,1.0,8,1.0,0,0,0,1.0,0,1.0,0,8,1,1,0,0,0,0,0,0,0,0
3/18/20,Paraguay,11,3,8,1.9,5.5,1.9,0,0,0,,0,,,11,2,2,0,0,0,0,0,0,0,0
3/19/2020,Paraguay,11,0,3,,1.5,5.1,0,0,0,,0,,0,11,3,3,0,0,0,0,0,0,0,0
3/20/2020,Paraguay,13,2,0,3.8,1,7.7,0,0,0,,0,,0,13,4,4,0,0,0,0,0,0,0,0
3/21/2020,Paraguay,22,9,2,1.0,5.5,1.7,0,0,0,,0,,0,22,5,5,0,0,0,0,0,0,0,0
3/22/2020,Paraguay,22,0,9,1.7,5.5,2.8,1,1,0,,0.5,,0,21,6,6,0,0,0,1,0,0,0,0
3/17/20,Peru,117,117,0,1.0,117,1.0,0,0,0,1.0,0,1.0,1,116,1,1,1,0,0,0,0,0,0,0
3/18/20,Peru,145,28,117,2.9,72.5,2.9,0,0,0,,0,,,145,2,2,2,0,0,0,0,0,0,0
3/19/2020,Peru,145,0,28,,14,7.3,0,0,0,,0,,1,144,3,3,3,0,0,0,0,0,0,0
3/20/2020,Peru,263,118,0,0.9,59,1.7,4,4,0,,2,,1,258,4,4,4,1,0,1,0,0,0,0
3/21/2020,Peru,318,55,118,3.3,86.5,2.1,5,1,4,2.8,2.5,1.1,1,312,5,5,5,2,0,2,1,0,0,0
3/22/2020,Peru,318,0,55,4.0,86.5,2.5,5,0,1,3.5,2.8,1.4,1,312,6,6,6,3,0,3,2,0,0,0
3/17/20,Philippines,187,187,0,1.0,187,1.0,14,14,0,1.0,14,1.0,4,169,1,1,1,0,0,1,1,0,0,0
3/18/20,Philippines,202,15,187,7.9,101,7.9,17,3,14,3.3,8.5,3.3,,185,2,2,2,0,0,2,2,0,0,0
3/19/2020,Philippines,217,15,15,8.6,15,8.6,17,0,3,,1.5,7.9,8,192,3,3,3,0,0,3,3,0,0,0
3/20/2020,Philippines,230,13,15,10.3,14,9.6,18,1,0,11.9,0.5,23.8,8,204,4,4,4,0,0,4,4,0,0,0
3/21/2020,Philippines,307,77,13,1.9,45,3.2,19,1,1,12.6,1,12.6,13,275,5,5,5,1,0,5,5,0,0,0
3/22/2020,Philippines,380,73,77,2.6,75,2.6,25,6,1,2.2,3.5,3.8,15,340,6,6,6,2,0,6,6,0,0,0
3/17/20,Poland,238,238,0,1.0,238,1.0,5,5,0,1.0,5,1.0,1,232,1,1,1,0,0,1,1,0,0,0
3/18/20,Poland,287,49,238,3.3,143.5,3.3,5,0,5,,2.5,,,282,2,2,2,1,0,2,2,0,0,0
3/19/2020,Poland,355,68,49,2.9,58.5,3.4,5,0,0,,0,,1,349,3,3,3,2,0,3,3,0,0,0
3/20/2020,Poland,425,70,68,3.5,69,3.5,5,0,0,,0,,1,419,4,4,4,3,0,4,4,0,0,0
3/21/2020,Poland,536,111,70,2.6,90.5,3.2,5,0,0,,0,,1,530,5,5,5,4,0,5,5,0,0,0
3/22/2020,Poland,563,27,111,13.7,69,5.4,7,2,0,1.8,1,3.5,1,555,6,6,6,5,0,6,6,0,0,0
3/17/20,Portugal,448,448,0,1.0,448,1.0,1,1,0,1.0,1,1.0,3,444,1,1,1,1,0,1,0,0,0,0
3/18/20,Portugal,642,194,448,1.6,321,1.6,2,1,1,0.7,1,0.7,,640,2,2,2,2,0,2,0,0,0,0
3/19/2020,Portugal,785,143,194,3.1,168.5,2.7,3,1,1,1.4,1,1.4,3,779,3,3,3,3,0,3,0,0,0,0
3/20/2020,Portugal,1020,235,143,2.3,189,2.9,6,3,1,0.7,2,1.1,5,1009,4,4,4,4,1,4,1,0,0,0
3/21/2020,Portugal,"1,280",260,235,2.7,247.5,2.9,12,6,3,0.7,4.5,0.9,5,1263,5,5,5,5,2,5,2,0,0,0
3/22/2020,Portugal,"1,600",320,260,2.8,290,3.0,14,2,6,4.2,4,2.1,5,1581,6,6,6,6,3,6,3,0,0,0
3/17/20,Qatar,442,442,0,1.0,442,1.0,0,0,0,1.0,0,1.0,4,438,1,1,1,1,0,0,0,0,0,0
3/18/20,Qatar,452,10,442,30.7,226,30.7,0,0,0,,0,,,452,2,2,2,2,0,0,0,0,0,0
3/19/2020,Qatar,452,0,10,,5,63.3,0,0,0,,0,,4,448,3,3,3,3,0,0,0,0,0,0
3/20/2020,Qatar,470,18,0,17.4,9,34.8,0,0,0,,0,,10,460,4,4,4,4,0,0,0,0,0,0
3/21/2020,Qatar,481,11,18,29.3,14.5,22.2,0,0,0,,0,,27,454,5,5,5,5,0,0,0,0,0,0
3/22/2020,Qatar,481,0,11,28.9,14.5,21.9,0,0,0,,,,27,454,6,6,6,6,0,0,0,0,0,0
3/17/20,Republic of the Congo,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/18/20,Republic of the Congo,1,0,1,,0.5,,0,0,0,,0,,,1,2,0,0,0,0,0,0,0,0,0
3/19/2020,Republic of the Congo,3,2,0,0.3,1,0.7,0,0,0,,0,,0,3,3,0,0,0,0,0,0,0,0,0
3/20/2020,Republic of the Congo,3,0,2,,1,2.1,0,0,0,,0,,0,3,4,0,0,0,0,0,0,0,0,0
3/21/2020,Republic of the Congo,3,0,0,,0,,0,0,0,,0,,0,3,5,0,0,0,0,0,0,0,0,0
3/22/2020,Republic of the Congo,3,0,0,,0,,0,0,0,,,,0,3,6,0,0,0,0,0,0,0,0,0
3/17/20,Romania,222,222,0,1.0,222,1.0,0,0,0,1.0,0,1.0,19,203,1,1,1,0,0,0,0,0,0,0
3/18/20,Romania,260,38,222,3.7,130,3.7,0,0,0,,0,,,260,2,2,2,1,0,0,0,0,0,0
3/19/2020,Romania,277,17,38,10.7,27.5,6.6,0,0,0,,0,,25,252,3,3,3,2,0,0,0,0,0,0
3/20/2020,Romania,308,31,17,5.7,24,7.3,0,0,0,,0,,31,277,4,4,4,3,0,0,0,0,0,0
3/21/2020,Romania,367,59,31,3.3,45,4.3,0,0,0,,0,,52,315,5,5,5,4,0,0,0,0,0,0
3/22/2020,Romania,433,66,59,3.3,62.5,3.5,2,2,0,,1,,64,367,6,6,6,5,0,1,0,0,0,0
3/17/20,Russia,114,114,0,1.0,114,1.0,0,0,0,1.0,0,1.0,5,109,1,1,1,0,0,0,0,0,0,0
3/18/20,Russia,147,33,114,2.3,73.5,2.3,0,0,0,,0,,,147,2,2,2,0,0,0,0,0,0,0
3/19/2020,Russia,199,52,33,2.0,42.5,2.4,1[61],0,0,,0,,5,194,3,3,3,0,0,1,0,0,0,0
3/20/2020,Russia,253,54,52,2.5,53,2.6,0,0,0,,0,,12,241,4,4,4,1,0,2,0,0,0,0
3/21/2020,Russia,306,53,54,3.2,53.5,3.2,0,0,0,,0,,16,290,5,5,5,2,0,3,0,0,0,0
3/22/2020,Russia,367,61,53,3.3,57,3.6,0,0,0,,,,16,351,6,6,6,3,0,4,0,0,0,0
3/17/20,Rwanda,7,7,0,1.0,7,1.0,0,0,0,1.0,0,1.0,0,7,1,1,0,0,0,0,0,0,0,0
3/18/20,Rwanda,11,4,7,1.2,5.5,1.2,0,0,0,,0,,,11,2,2,0,0,0,0,0,0,0,0
3/19/2020,Rwanda,11,0,4,,2,3.8,0,0,0,,0,,0,11,3,3,0,0,0,0,0,0,0,0
3/20/2020,Rwanda,11,0,0,,0,,0,0,0,,0,,0,11,4,4,0,0,0,0,0,0,0,0
3/21/2020,Rwanda,17,6,0,1.3,3,2.6,0,0,0,,0,,0,17,5,5,0,0,0,0,0,0,0,0
3/22/2020,Rwanda,17,0,6,2.0,3,4.0,0,0,0,,,,0,17,6,6,0,0,0,0,0,0,0,0
3/17/20,Saint Lucia,2,2,0,1.0,2,1.0,0,0,0,1.0,0,1.0,0,2,1,0,0,0,0,0,0,0,0,0
3/18/20,Saint Lucia,2,0,2,,1,,0,0,0,,0,,,2,2,0,0,0,0,0,0,0,0,0
3/19/2020,Saint Lucia,2,0,0,,0,,0,0,0,,0,,0,2,3,0,0,0,0,0,0,0,0,0
3/20/2020,Saint Lucia,2,0,0,,0,,0,0,0,,0,,0,2,4,0,0,0,0,0,0,0,0,0
3/21/2020,Saint Lucia,2,0,0,,0,,0,0,0,,0,,0,2,5,0,0,0,0,0,0,0,0,0
3/22/2020,Saint Lucia,2,0,0,,0,,0,0,0,,,,0,2,6,0,0,0,0,0,0,0,0,0
3/17/20,San Marino,115,115,0,1.0,115,1.0,9,9,0,1.0,9,1.0,4,102,1,1,1,0,0,1,1,0,0,0
3/18/20,San Marino,119,4,115,17.9,59.5,17.9,11,2,9,3.1,5.5,3.1,,108,2,2,2,0,0,2,2,0,0,0
3/19/2020,San Marino,144,25,4,3.0,14.5,5.2,14,3,2,2.6,2.5,3.1,4,126,3,3,3,0,0,3,3,0,0,0
3/20/2020,San Marino,151,7,25,12.6,16,5.5,14,0,3,,1.5,6.5,4,133,4,4,4,0,0,4,4,0,0,0
3/21/2020,San Marino,160,9,7,10.3,8,11.6,20,6,0,1.6,3,3.3,4,136,5,5,5,0,0,5,5,0,0,0
3/22/2020,San Marino,175,15,9,6.3,12,7.9,20,0,6,2.3,1.6,4.7,4,151,6,6,6,0,0,6,6,0,0,0
3/17/20,Saudi Arabia,133,133,0,1.0,133,1.0,0,0,0,1.0,0,1.0,6,127,1,1,1,0,0,0,0,0,0,0
3/18/20,Saudi Arabia,238,105,133,0.8,119,0.8,0,0,0,,0,,,238,2,2,2,0,0,0,0,0,0,0
3/19/2020,Saudi Arabia,274,36,105,4.6,70.5,2.4,0,0,0,,0,,8,266,3,3,3,1,0,0,0,0,0,0
3/20/2020,Saudi Arabia,344,70,36,2.7,53,3.5,0,0,0,,0,,8,336,4,4,4,2,0,0,0,0,0,0
3/21/2020,Saudi Arabia,392,48,70,4.9,59,4.0,0,0,0,,0,,16,376,5,5,5,3,0,0,0,0,0,0
3/22/2020,Saudi Arabia,511,119,48,2.2,83.5,3.2,0,0,0,,,,18,493,6,6,6,4,0,0,0,0,0,0
3/17/20,Senegal,27,27,0,1.0,27,1.0,0,0,0,1.0,0,1.0,2,25,1,1,0,0,0,0,0,0,0,0
3/18/20,Senegal,36,9,27,1.9,18,1.9,0,0,0,,0,,,36,2,2,0,0,0,0,0,0,0,0
3/19/2020,Senegal,36,0,9,,4.5,5.6,0,0,0,,0,,2,34,3,3,0,0,0,0,0,0,0,0
3/20/2020,Senegal,38,2,0,11.9,1,23.8,0,0,0,,0,,2,36,4,4,0,0,0,0,0,0,0,0
3/21/2020,Senegal,47,9,2,2.8,5.5,4.6,0,0,0,,0,,5,42,5,5,0,0,0,0,0,0,0,0
3/22/2020,Senegal,56,9,9,3.3,9,3.3,0,0,0,,,,5,51,6,6,0,0,0,0,0,0,0,0
3/17/20,Serbia,72,72,0,1.0,72,1.0,0,0,0,1.0,0,1.0,1,71,1,1,0,0,0,0,0,0,0,0
3/18/20,Serbia,89,17,72,2.9,44.5,2.9,0,0,0,,0,,,89,2,2,0,0,0,0,0,0,0,0
3/19/2020,Serbia,103,14,17,4.5,15.5,4.0,0,0,0,,0,,1,102,3,3,1,0,0,0,0,0,0,0
3/20/2020,Serbia,135,32,14,2.2,23,3.1,1,1,0,,0.5,,2,132,4,4,2,0,0,1,0,0,0,0
