Date,Country,ConfirmedToDate,NewConfirmed,PrevNewConfirmed,DaysToDouble_New,NewConfirmed_2DayAvg,DaysToDouble_2DayAvg,DeathsToDate,NewDeaths,PrevNewDeaths,DaysToDoubleDeath_New,NewDeaths_2DayAvg,DaysToDoubleDeath_2DayAvg,Recovered,ActiveCases,DaysIn,DaysIn5,DaysIn100,DaysIn250,DaysIn1000,DaysInDeaths,DaysInDeaths5,DaysInDeaths100,DaysInDeaths250,DaysInDeaths1000
3/21/2020,Serbia,171,36,32,2.6,34,2.7,1,0,1,,0.5,1.4,2,168,5,5,3,0,0,2,0,0,0,0
3/22/2020,Serbia,188,17,36,6.9,26.5,4.4,2,1,0,0.7,0.5,1.4,2,184,6,6,4,0,0,3,0,0,0,0
3/17/20,Seychelles,4,4,0,1.0,4,1.0,0,0,0,1.0,0,1.0,0,4,1,0,0,0,0,0,0,0,0,0
3/18/20,Seychelles,6,2,4,1.4,3,1.4,0,0,0,,0,,,6,2,1,0,0,0,0,0,0,0,0
3/19/2020,Seychelles,6,0,2,,1,4.2,0,0,0,,0,,0,6,3,2,0,0,0,0,0,0,0,0
3/20/2020,Seychelles,6,0,0,,0,,0,0,0,,0,,0,6,4,3,0,0,0,0,0,0,0,0
3/21/2020,Seychelles,7,1,0,4.2,0.5,8.4,0,0,0,,0,,0,7,5,4,0,0,0,0,0,0,0,0
3/22/2020,Seychelles,7,0,1,4.9,0.5,9.8,0,0,0,,,,0,7,6,5,0,0,0,0,0,0,0,0
3/17/20,Singapore,266,266,0,1.0,266,1.0,0,0,0,1.0,0,1.0,114,152,1,1,1,1,0,0,0,0,0,0
3/18/20,Singapore,313,47,266,2.3,156.5,2.3,0,0,0,,0,,0,313,2,2,2,2,0,0,0,0,0,0
3/19/2020,Singapore,345,32,47,6.8,39.5,5.5,0,0,0,,0,,124,221,3,3,3,3,0,0,0,0,0,0
3/20/2020,Singapore,385,40,32,3.9,36,4.3,2,2,0,,1,,131,252,4,4,4,4,0,1,0,0,0,0
3/21/2020,Singapore,432,47,40,3.8,43.5,4.1,2,0,2,,1,1.4,140,290,5,5,5,5,0,2,0,0,0,0
3/22/2020,Singapore,455,23,47,8.8,35,5.8,2,0,0,,,1.4,144,309,6,6,6,6,0,3,0,0,0,0
3/17/20,Slovakia,97,97,0,1.0,97,1.0,0,0,0,1.0,0,1.0,0,97,1,1,0,0,0,0,0,0,0,0
3/18/20,Slovakia,105,8,97,8.5,52.5,8.5,0,0,0,,0,,,105,2,2,1,0,0,0,0,0,0,0
3/19/2020,Slovakia,124,19,8,3.9,13.5,5.4,0,0,0,,0,,0,124,3,3,2,0,0,0,0,0,0,0
3/20/2020,Slovakia,137,13,19,6.7,16,5.4,0,0,0,,0,,0,137,4,4,3,0,0,0,0,0,0,0
3/21/2020,Slovakia,178,41,13,2.3,27,3.6,0,0,0,,0,,0,178,5,5,4,0,0,0,0,0,0,0
3/22/2020,Slovakia,178,0,41,3.0,27,4.6,0,0,0,,,,7,171,6,6,5,0,0,0,0,0,0,0
3/17/20,Slovenia,275,275,0,1.0,275,1.0,1,1,0,1.0,1,1.0,0,274,1,1,1,1,0,1,0,0,0,0
3/18/20,Slovenia,286,11,275,17.4,143,17.4,1,0,1,,0.5,,,285,2,2,2,2,0,2,0,0,0,0
3/19/2020,Slovenia,319,33,11,6.0,22,9.1,1,0,0,,0,,,318,3,3,3,3,0,3,0,0,0,0
3/20/2020,Slovenia,341,22,33,10.1,27.5,8.1,1,0,0,,0,,,340,4,4,4,4,0,4,0,0,0,0
3/21/2020,Slovenia,383,42,22,5.7,32,7.4,1,0,0,,0,,,382,5,5,5,5,0,5,0,0,0,0
3/22/2020,Slovenia,414,31,42,8.6,36.5,7.3,1,0,0,,,,,413,6,6,6,6,0,6,0,0,0,0
3/17/20,Somalia,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/18/20,Somalia,1,0,1,,0.5,,0,0,0,,0,,,1,2,0,0,0,0,0,0,0,0,0
3/19/2020,Somalia,1,0,0,,0,,0,0,0,,0,,0,1,3,0,0,0,0,0,0,0,0,0
3/20/2020,Somalia,1,0,0,,0,,0,0,0,,0,,0,1,4,0,0,0,0,0,0,0,0,0
3/21/2020,Somalia,1,0,0,,0,,0,0,0,,0,,0,1,5,0,0,0,0,0,0,0,0,0
3/22/2020,Somalia,1,0,0,,0,,0,0,0,,,,0,1,6,0,0,0,0,0,0,0,0,0
3/17/20,South Africa,85,85,0,1.0,85,1.0,0,0,0,1.0,0,1.0,0,85,1,1,0,0,0,0,0,0,0,0
3/18/20,South Africa,116,31,85,1.9,58,1.9,0,0,0,,0,,,116,2,2,1,0,0,0,0,0,0,0
3/19/2020,South Africa,150,34,31,2.4,32.5,2.5,0,0,0,,0,,0,150,3,3,2,0,0,0,0,0,0,0
3/20/2020,South Africa,202,52,34,2.0,43,2.4,0,0,0,,0,,0,202,4,4,3,0,0,0,0,0,0,0
3/21/2020,South Africa,240,38,52,3.7,45,3.1,0,0,0,,0,,0,240,5,5,4,0,0,0,0,0,0,0
3/22/2020,South Africa,240,0,38,4.4,45,3.7,0,0,0,,,,0,240,6,6,5,0,0,0,0,0,0,0
3/17/20,South Korea,8413,8413,0,1.0,8413,1.0,84,84,0,1.0,84,1.0,1540,6789,1,1,1,1,1,1,1,0,0,0
3/18/20,South Korea,8565,152,8413,31.3,4282.5,31.3,91,7,84,8.4,45.5,8.4,18,8456,2,2,2,2,2,2,2,0,0,0
3/19/2020,South Korea,8652,87,152,68.0,119.5,49.5,94,3,7,21.2,5,12.7,"2,233",6325,3,3,3,3,3,3,3,0,0,0
3/20/2020,South Korea,"8,799",147,87,30.1,117,37.8,102,8,3,8.2,5.5,12.0,"2,612",6085,4,4,4,4,4,4,4,1,0,0
3/21/2020,South Korea,"8,897",98,147,43.5,122.5,34.8,104,2,8,35.7,5,14.3,"2,909",5884,5,5,5,5,5,5,5,2,0,0
3/22/2020,South Korea,"8,897",0,98,42.0,122.5,33.6,104,0,2,36.4,35.7,14.6,"2,909",5884,6,6,6,6,6,6,6,3,0,0
3/17/20,Spain,"11,826","11,826",0,1.0,"11,826",1.0,533,533,0,1.0,533,1.0,1028,10265,1,1,1,1,1,1,1,1,1,0
3/18/20,Spain,"14,769",2943,"11,826",2.4,7384.5,2.4,638,105,533,3.6,319,3.6,137,13994,2,2,2,2,2,2,2,2,2,0
3/19/2020,Spain,"18,077",3308,2943,3.0,3125.5,3.1,833,195,105,2.3,150,3.0,1107,16137,3,3,3,3,3,3,3,3,3,0
3/20/2020,Spain,"21,571",3494,3308,3.2,3401,3.3,"1,093",260,195,2.2,227.5,2.6,1588,18890,4,4,4,4,4,4,4,4,4,1
3/21/2020,Spain,"25,496",3925,3494,3.4,3709.5,3.6,"1,381",288,260,2.7,274,2.8,"2,125",21990,5,5,5,5,5,5,5,5,5,2
3/22/2020,Spain,"28,603",3107,3925,5.0,3516,4.4,"1,756",375,288,2.6,331.5,2.9,"2,575",24272,6,6,6,6,6,6,6,6,6,3
3/17/20,Sri Lanka,44,44,0,1.0,44,1.0,0,0,0,1.0,0,1.0,1,43,1,1,0,0,0,0,0,0,0,0
3/18/20,Sri Lanka,51,7,44,4.3,25.5,4.3,0,0,0,,0,,,51,2,2,0,0,0,0,0,0,0,0
3/19/2020,Sri Lanka,60,9,7,4.0,8,4.5,0,0,0,,0,,3,57,3,3,0,0,0,0,0,0,0,0
3/20/2020,Sri Lanka,70,10,9,4.0,9.5,4.2,0,0,0,,0,,3,67,4,4,0,0,0,0,0,0,0,0
3/21/2020,Sri Lanka,72,2,10,23.5,6,7.8,0,0,0,,0,,3,69,5,5,0,0,0,0,0,0,0,0
3/22/2020,Sri Lanka,81,9,2,5.4,5.5,8.8,0,0,0,,,,3,78,6,6,0,0,0,0,0,0,0,0
3/17/20,St. Vincent and the Grenadines,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/18/20,St. Vincent and the Grenadines,1,0,1,,0.5,,0,0,0,,0,,,1,2,0,0,0,0,0,0,0,0,0
3/19/2020,St. Vincent and the Grenadines,1,0,0,,0,,0,0,0,,0,,0,1,3,0,0,0,0,0,0,0,0,0
3/20/2020,St. Vincent and the Grenadines,1,0,0,,0,,0,0,0,,0,,0,1,4,0,0,0,0,0,0,0,0,0
3/21/2020,St. Vincent and the Grenadines,1,0,0,,0,,0,0,0,,0,,0,1,5,0,0,0,0,0,0,0,0,0
3/22/2020,St. Vincent and the Grenadines,1,0,0,,0,,0,0,0,,,,0,1,6,0,0,0,0,0,0,0,0,0
3/17/20,Sudan,1,1,0,1.0,1,1.0,1,1,0,1.0,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0
3/18/20,Sudan,2,1,1,,1,,1,0,1,,0.5,,,1,2,0,0,0,0,2,0,0,0,0
3/19/2020,Sudan,2,0,1,,0.5,1.4,1,0,0,,0,,0,1,3,0,0,0,0,3,0,0,0,0
3/20/2020,Sudan,2,0,0,,0,,1,0,0,,0,,0,1,4,0,0,0,0,4,0,0,0,0
3/21/2020,Sudan,2,0,0,,0,,1,0,0,,0,,0,1,5,0,0,0,0,5,0,0,0,0
3/22/2020,Sudan,2,0,0,,0,,1,0,0,,,,0,1,6,0,0,0,0,6,0,0,0,0
3/17/20,Suriname,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/18/20,Suriname,1,0,1,,0.5,,0,0,0,,0,,,1,2,0,0,0,0,0,0,0,0,0
3/19/2020,Suriname,1,0,0,,0,,0,0,0,,0,,0,1,3,0,0,0,0,0,0,0,0,0
3/20/2020,Suriname,4,3,0,0.2,1.5,0.5,0,0,0,,0,,0,4,4,0,0,0,0,0,0,0,0,0
3/21/2020,Suriname,4,0,3,,1.5,1.9,0,0,0,,0,,0,4,5,0,0,0,0,0,0,0,0,0
3/22/2020,Suriname,5,1,0,2.8,0.5,5.6,0,0,0,,,,0,5,6,1,0,0,0,0,0,0,0,0
3/17/20,Sweden,"1,196","1,196",0,1.0,"1,196",1.0,7,7,0,1.0,7,1.0,1,1188,1,1,1,1,1,1,1,0,0,0
3/18/20,Sweden,1231,35,"1,196",23.8,615.5,23.8,10,3,7,1.6,5,1.6,,1221,2,2,2,2,2,2,2,0,0,0
3/19/2020,Sweden,1423,192,35,4.5,113.5,7.5,11,1,3,7.0,2,3.5,,1412,3,3,3,3,3,3,3,0,0,0
3/20/2020,Sweden,1639,216,192,4.6,204,4.8,16,5,1,1.5,3,2.6,,1623,4,4,4,4,4,4,4,0,0,0
3/21/2020,Sweden,"1,770",131,216,8.7,173.5,6.5,20,4,5,2.8,4.5,2.5,16,1734,5,5,5,5,5,5,5,0,0,0
3/22/2020,Sweden,"1,925",155,131,7.8,143,8.5,21,1,4,14.0,2.5,5.6,16,1888,6,6,6,6,6,6,6,0,0,0
3/17/20,Switzerland,"2,742","2,742",0,1.0,"2,742",1.0,21,21,0,1.0,21,1.0,4,2717,1,1,1,1,1,1,1,0,0,0
3/18/20,Switzerland,"2,772",30,"2,742",63.4,1386,63.4,21,0,21,,10.5,,,2751,2,2,2,2,2,2,2,0,0,0
3/19/2020,Switzerland,"3,438",666,30,2.9,348,5.5,33,12,0,1.2,6,2.5,15,3390,3,3,3,3,3,3,3,0,0,0
3/20/2020,Switzerland,"5,544",2106,666,1.1,1386,1.7,56,23,12,1.0,17.5,1.3,15,5473,4,4,4,4,4,4,4,0,0,0
3/21/2020,Switzerland,"6,575",1031,2106,3.7,1568.5,2.4,79,23,23,1.7,23,1.7,15,6481,5,5,5,5,5,5,5,0,0,0
3/22/2020,Switzerland,"7,014",439,1031,10.3,735,6.2,85,6,23,9.2,14.5,3.8,15,6914,6,6,6,6,6,6,6,0,0,0
3/17/20,Taiwan,77,77,0,1.0,77,1.0,1,1,0,1.0,1,1.0,22,54,1,1,0,0,0,1,0,0,0,0
3/18/20,Taiwan,100,23,77,1.6,50,1.6,1,0,1,,0.5,,,99,2,2,1,0,0,2,0,0,0,0
3/19/2020,Taiwan,108,8,23,8.7,15.5,4.5,1,0,0,,0,,26,81,3,3,2,0,0,3,0,0,0,0
3/20/2020,Taiwan,135,27,8,2.1,17.5,3.2,2,1,0,0.7,0.5,1.4,28,105,4,4,3,0,0,4,0,0,0,0
3/21/2020,Taiwan,153,18,27,4.1,22.5,3.3,2,0,1,,0.5,2.8,28,123,5,5,4,0,0,5,0,0,0,0
3/22/2020,Taiwan,169,16,18,5.4,17,5.1,2,0,0,,,2.8,28,139,6,6,5,0,0,6,0,0,0,0
3/17/20,Tanzania,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/18/20,Tanzania,3,2,1,0.3,1.5,0.3,0,0,0,,0,,,3,2,0,0,0,0,0,0,0,0,0
3/19/2020,Tanzania,6,3,2,0.7,2.5,0.8,0,0,0,,0,,0,6,3,1,0,0,0,0,0,0,0,0
3/20/2020,Tanzania,6,0,3,,1.5,2.8,0,0,0,,0,,0,6,4,2,0,0,0,0,0,0,0,0
3/21/2020,Tanzania,6,0,0,,0,,0,0,0,,0,,0,6,5,3,0,0,0,0,0,0,0,0
3/22/2020,Tanzania,12,6,0,0.7,3,1.4,0,0,0,,,,0,12,6,4,0,0,0,0,0,0,0,0
3/17/20,Thailand,177,177,0,1.0,177,1.0,1,1,0,1.0,1,1.0,41,135,1,1,1,0,0,1,0,0,0,0
3/18/20,Thailand,212,35,177,2.7,106,2.7,1,0,1,,0.5,,,211,2,2,2,0,0,2,0,0,0,0
3/19/2020,Thailand,272,60,35,2.5,47.5,3.1,1,0,0,,0,,42,229,3,3,3,1,0,3,0,0,0,0
3/20/2020,Thailand,322,50,60,3.2,55,2.9,1,0,0,,0,,43,278,4,4,4,2,0,4,0,0,0,0
3/21/2020,Thailand,411,89,50,2.2,69.5,2.8,1,0,0,,0,,45,365,5,5,5,3,0,5,0,0,0,0
3/22/2020,Thailand,599,188,89,1.4,138.5,1.8,1,0,0,,,,45,553,6,6,6,4,0,6,0,0,0,0
3/17/20,Togo,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/18/20,Togo,1,0,1,,0.5,,0,0,0,,0,,,1,2,0,0,0,0,0,0,0,0,0
3/19/2020,Togo,1,0,0,,0,,0,0,0,,0,,0,1,3,0,0,0,0,0,0,0,0,0
3/20/2020,Togo,9,8,0,0.1,4,0.2,0,0,0,,0,,0,9,4,1,0,0,0,0,0,0,0,0
3/21/2020,Togo,16,7,8,0.9,7.5,0.8,0,0,0,,0,,0,16,5,2,0,0,0,0,0,0,0,0
3/22/2020,Togo,16,0,7,1.6,7.5,1.5,0,0,0,,,,0,16,6,3,0,0,0,0,0,0,0,0
3/17/20,Trinidad and Tobago,5,5,0,1.0,5,1.0,0,0,0,1.0,0,1.0,0,5,1,1,0,0,0,0,0,0,0,0
3/18/20,Trinidad and Tobago,7,2,5,1.8,3.5,1.8,0,0,0,,0,,,7,2,2,0,0,0,0,0,0,0,0
3/19/2020,Trinidad and Tobago,9,2,2,2.5,2,2.5,0,0,0,,0,,0,9,3,3,0,0,0,0,0,0,0,0
3/20/2020,Trinidad and Tobago,9,0,2,,1,6.3,0,0,0,,0,,0,9,4,4,0,0,0,0,0,0,0,0
3/21/2020,Trinidad and Tobago,9,0,0,,0,,0,0,0,,0,,0,9,5,5,0,0,0,0,0,0,0,0
3/22/2020,Trinidad and Tobago,9,0,0,,0,,0,0,0,,,,0,9,6,6,0,0,0,0,0,0,0,0
3/17/20,Tunisia,20,20,0,1.0,20,1.0,0,0,0,1.0,0,1.0,0,20,1,1,0,0,0,0,0,0,0,0
3/18/20,Tunisia,29,9,20,1.6,14.5,1.6,0,0,0,,0,,,29,2,2,0,0,0,0,0,0,0,0
3/19/2020,Tunisia,39,10,9,2.0,9.5,2.1,1,1,0,,0.5,,1,37,3,3,0,0,0,1,0,0,0,0
3/20/2020,Tunisia,54,15,10,1.7,12.5,2.1,1,0,1,,0.5,1.4,1,52,4,4,0,0,0,2,0,0,0,0
3/21/2020,Tunisia,60,6,15,6.1,10.5,3.5,1,0,0,,0,,1,58,5,5,0,0,0,3,0,0,0,0
3/22/2020,Tunisia,75,15,6,2.7,10.5,3.9,3,2,0,0.3,1,0.7,1,71,6,6,0,0,0,4,0,0,0,0
3/17/20,Turkey,98,98,0,1.0,98,1.0,1,1,0,1.0,1,1.0,0,97,1,1,0,0,0,1,0,0,0,0
3/18/20,Turkey,191,93,98,0.7,95.5,0.7,2,1,1,0.7,1,0.7,,189,2,2,1,0,0,2,0,0,0,0
3/19/2020,Turkey,359,168,93,0.8,130.5,1.0,4,2,1,0.7,1.5,0.9,0,355,3,3,2,1,0,3,0,0,0,0
3/20/2020,Turkey,670,311,168,0.8,239.5,1.0,9,5,2,0.6,3.5,0.8,0,661,4,4,3,2,0,4,1,0,0,0
3/21/2020,Turkey,947,277,311,1.7,294,1.6,21,12,5,0.5,8.5,0.7,0,926,5,5,4,3,0,5,2,0,0,0
3/22/2020,Turkey,947,0,277,2.3,294,2.2,21,0,12,1.2,0.5,1.7,0,926,6,6,5,4,0,6,3,0,0,0
3/21/2020,Uganda,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/22/2020,Uganda,1,0,1,0.7,1,0.7,0,0,0,,1,,0,1,2,0,0,0,0,0,0,0,0,0
3/17/20,Ukraine,14,14,0,1.0,14,1.0,2,2,0,1.0,2,1.0,0,12,1,1,0,0,0,1,0,0,0,0
3/18/20,Ukraine,16,2,14,4.2,8,4.2,2,0,2,,1,,,14,2,2,0,0,0,2,0,0,0,0
3/19/2020,Ukraine,16,0,2,,1,9.8,2,0,0,,0,,0,14,3,3,0,0,0,3,0,0,0,0
3/20/2020,Ukraine,41,25,0,0.4,12.5,0.8,3,1,0,1.4,0.5,2.8,1,37,4,4,0,0,0,4,0,0,0,0
3/21/2020,Ukraine,47,6,25,4.3,15.5,1.7,3,0,1,,0.5,4.2,1,43,5,5,0,0,0,5,0,0,0,0
3/22/2020,Ukraine,47,0,6,5.0,15.5,1.9,3,0,0,,,4.2,8,36,6,6,0,0,0,6,0,0,0,0
3/17/20,United Arab Emirates,98,98,0,1.0,98,1.0,0,0,0,1.0,0,1.0,26,72,1,1,0,0,0,0,0,0,0,0
3/18/20,United Arab Emirates,113,15,98,3.4,56.5,3.4,0,0,0,,0,,,113,2,2,1,0,0,0,0,0,0,0
3/19/2020,United Arab Emirates,140,27,15,2.9,21,3.8,0,0,0,,0,,31,109,3,3,2,0,0,0,0,0,0,0
3/20/2020,United Arab Emirates,140,0,27,,13.5,5.7,2,2,0,,1,,31,107,4,4,3,0,0,1,0,0,0,0
3/21/2020,United Arab Emirates,153,13,0,5.8,6.5,11.5,2,0,2,,1,1.4,38,113,5,5,4,0,0,2,0,0,0,0
3/22/2020,United Arab Emirates,153,0,13,6.1,6.5,12.2,2,0,0,,,1.4,38,113,6,6,5,0,0,3,0,0,0,0
3/17/20,United Kingdom,1950,1950,0,1.0,1950,1.0,60,60,0,1.0,60,1.0,65,1825,1,1,1,1,1,1,1,0,0,0
3/18/20,United Kingdom,2626,676,1950,1.9,1313,1.9,104,44,60,1.0,52,1.0,16,2506,2,2,2,2,2,2,2,1,0,0
3/19/2020,United Kingdom,"3,280",654,676,2.7,665,2.6,144,40,44,1.8,42,1.7,79,3057,3,3,3,3,3,3,3,2,0,0
3/20/2020,United Kingdom,3983,703,654,3.0,678.5,3.2,177,33,40,3.1,36.5,2.8,79,3727,4,4,4,4,4,4,4,3,0,0
3/21/2020,United Kingdom,"5,027",1044,703,2.5,873.5,3.0,234,57,33,2.2,45,2.8,98,4695,5,5,5,5,5,5,5,4,0,0
3/22/2020,United Kingdom,"5,037",10,1044,328.6,527,6.2,234,0,57,2.9,2.2,3.6,98,4705,6,6,6,6,6,6,6,5,0,0
3/17/20,United States,"6,518","6,518",0,1.0,"6,518",1.0,108,108,0,1.0,108,1.0,17,6393,1,1,1,1,1,1,1,1,0,0
3/18/20,United States,"9,452",2934,"6,518",1.5,4726,1.5,150,42,108,1.8,75,1.8,5,9297,2,2,2,2,2,2,2,2,0,0
3/19/2020,United States,"14,322",4870,2934,1.3,3902,1.7,218,68,42,1.5,55,1.9,121,13983,3,3,3,3,3,3,3,3,0,0
3/20/2020,United States,"19,650",5328,4870,1.8,5099,1.9,263,45,68,3.4,56.5,2.7,147,19240,4,4,4,4,4,4,4,4,1,0
3/21/2020,United States,"27,111",7461,5328,1.8,6394.5,2.1,340,77,45,2.4,61,3.0,176,26595,5,5,5,5,5,5,5,5,2,0
3/22/2020,United States,"38,221",11110,7461,1.7,9285.5,2.0,396,56,77,4.3,66.5,3.6,178,37647,6,6,6,6,6,6,6,6,3,0
3/17/20,Uruguay,29,29,0,1.0,29,1.0,0,0,0,1.0,0,1.0,0,29,1,1,0,0,0,0,0,0,0,0
3/18/20,Uruguay,79,50,29,0.4,39.5,0.4,0,0,0,,0,,,79,2,2,0,0,0,0,0,0,0,0
3/19/2020,Uruguay,79,0,50,,25,2.2,0,0,0,,0,,0,79,3,3,0,0,0,0,0,0,0,0
3/20/2020,Uruguay,110,31,0,1.8,15.5,3.6,0,0,0,,0,,0,110,4,4,1,0,0,0,0,0,0,0
3/21/2020,Uruguay,110,0,31,,15.5,5.0,0,0,0,,0,,0,110,5,5,2,0,0,0,0,0,0,0
3/22/2020,Uruguay,135,25,0,3.1,12.5,6.2,0,0,0,,,,0,135,6,6,3,0,0,0,0,0,0,0
3/17/20,Uzbekistan,11,11,0,1.0,11,1.0,0,0,0,1.0,0,1.0,0,11,1,1,0,0,0,0,0,0,0,0
3/18/20,Uzbekistan,18,7,11,1.1,9,1.1,0,0,0,,0,,,18,2,2,0,0,0,0,0,0,0,0
3/19/2020,Uzbekistan,23,5,7,2.5,6,2.1,0,0,0,,0,,0,23,3,3,0,0,0,0,0,0,0,0
3/20/2020,Uzbekistan,33,10,5,1.6,7.5,2.1,0,0,0,,0,,0,33,4,4,0,0,0,0,0,0,0,0
3/21/2020,Uzbekistan,33,0,10,,5,4.6,0,0,0,,0,,0,33,5,5,0,0,0,0,0,0,0,0
3/22/2020,Uzbekistan,42,9,0,2.6,4.5,5.1,0,0,0,,,,0,42,6,6,0,0,0,0,0,0,0,0
3/17/20,Vatican City,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/18/20,Vatican City,1,0,1,,0.5,,0,0,0,,0,,,1,2,0,0,0,0,0,0,0,0,0
3/19/2020,Vatican City,1,0,0,,0,,0,0,0,,0,,0,1,3,0,0,0,0,0,0,0,0,0
3/20/2020,Vatican City,1,0,0,,0,,0,0,0,,0,,0,1,4,0,0,0,0,0,0,0,0,0
3/21/2020,Vatican City,1,0,0,,0,,0,0,0,,0,,0,1,5,0,0,0,0,0,0,0,0,0
3/22/2020,Vatican City,1,0,0,,0,,0,0,0,,,,0,1,6,0,0,0,0,0,0,0,0,0
3/17/20,Venezuela,33,33,0,1.0,33,1.0,0,0,0,1.0,0,1.0,0,33,1,1,0,0,0,0,0,0,0,0
3/18/20,Venezuela,36,3,33,7.7,18,7.7,0,0,0,,0,,,36,2,2,0,0,0,0,0,0,0,0
3/19/2020,Venezuela,42,6,3,4.2,4.5,5.6,0,0,0,,0,,0,42,3,3,0,0,0,0,0,0,0,0
3/20/2020,Venezuela,42,0,6,,3,9.8,0,0,0,,0,,0,42,4,4,0,0,0,0,0,0,0,0
3/21/2020,Venezuela,70,28,0,1.1,14,2.1,0,0,0,,0,,15,55,5,5,0,0,0,0,0,0,0,0
3/22/2020,Venezuela,70,0,28,1.4,14,2.8,0,0,0,,,,15,55,6,6,0,0,0,0,0,0,0,0
3/17/20,Vietnam,66,66,0,1.0,66,1.0,0,0,0,1.0,0,1.0,16,50,1,1,0,0,0,0,0,0,0,0
3/18/20,Vietnam,76,10,66,3.5,38,3.5,0,0,0,,0,,,76,2,2,0,0,0,0,0,0,0,0
3/19/2020,Vietnam,85,9,10,5.9,9.5,5.6,0,0,0,,0,,16,69,3,3,0,0,0,0,0,0,0,0
3/20/2020,Vietnam,91,6,9,8.1,7.5,6.4,0,0,0,,0,,17,74,4,4,0,0,0,0,0,0,0,0
3/21/2020,Vietnam,94,3,6,17.3,4.5,11.5,0,0,0,,0,,17,77,5,5,0,0,0,0,0,0,0,0
3/22/2020,Vietnam,113,19,3,2.8,11,4.9,0,0,0,,,,17,96,6,6,1,0,0,0,0,0,0,0
3/18/20,Zambia,2,2,0,1.0,2,1.0,0,0,0,1.0,0,1.0,,2,1,0,0,0,0,0,0,0,0,0
3/19/2020,Zambia,2,0,2,,1,,0,0,0,,0,,0,2,2,0,0,0,0,0,0,0,0,0
3/20/2020,Zambia,2,0,0,,0,,0,0,0,,0,,0,2,3,0,0,0,0,0,0,0,0,0
3/21/2020,Zambia,2,0,0,,0,,0,0,0,,0,,0,2,4,0,0,0,0,0,0,0,0,0
3/22/2020,Zambia,3,1,0,1.4,0.5,2.8,0,0,0,,,,0,3,5,0,0,0,0,0,0,0,0,0
3/20/2020,Zimbabwe,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/21/2020,Zimbabwe,3,2,1,0.3,1.5,0.3,0,0,0,,0,,0,3,2,0,0,0,0,0,0,0,0,0
3/22/2020,Zimbabwe,3,0,2,1.1,1.5,1.4,0,0,0,,,,0,3,3,0,0,0,0,0,0,0,0,0
